id,word_vocalized,word_clean,transliteration,root,pos,semantic_intent,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags,searchable_text
304,الدِّسْمَال,الدسمال,aldsmal,دسمل,Noun,object,نوع من القماش الهندي,نوع من أنواع الأقمشة القديمة التي كانت تُصنع في الهند وتُستورد إلى حضرموت.,general,"[""قماش"", ""ثوب""]",[],كان يستخدم قديماً في صناعة العمائم والملابس الفاخرة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 50,"[{""f"": ""اشترى جدي نوعاً من القماش الهندي الأصيل."", ""h"": ""اشترى جدي دسمال هندي أصيل.""}]",[],"[""daily life"", ""clothing""]","الكلمة: الدِّسْمَال (الدسمال)
الجذر: دسمل
الفصحى: نوع من القماش الهندي
المعنى: نوع من أنواع الأقمشة القديمة التي كانت تُصنع في الهند وتُستورد إلى حضرموت.
المرادفات: قماش، ثوب
مثال: اشترى جدي دسمال هندي أصيل.
الوسوم: daily life، clothing
ملاحظة: كان يستخدم قديماً في صناعة العمائم والملابس الفاخرة."
305,الدَّهْمُورَة,الدهموره,aldhmwrh,دهمر,Noun,object,المرأة الضخمة,وصف يطلق على المرأة الطويلة والعريضة (ذات البنية الضخمة).,general,"[""ضخمة"", ""طويلة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 50,"[{""f"": ""هذه المرأة ضخمة وطويلة القامة ما شاء الله."", ""h"": ""هذه الحرمة دهمورة ما شاء الله.""}]",[],"[""daily life"", ""descriptions"", ""woman""]","الكلمة: الدَّهْمُورَة (الدهموره)
الجذر: دهمر
الفصحى: المرأة الضخمة
المعنى: وصف يطلق على المرأة الطويلة والعريضة (ذات البنية الضخمة).
المرادفات: ضخمة، طويلة
مثال: هذه الحرمة دهمورة ما شاء الله.
الوسوم: daily life، descriptions، woman"
306,الدَّفَن,الدفن,aldfn,دفن,Noun,object,أفعى سامة,نوع من الأفاعي الخطيرة والسامة جداً، وتسمى بذلك لأنها تندفن في الرمل.,general,"[""حية"", ""ثعبان""]",[],يجب الحذر منها في المناطق الرملية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 50,"[{""f"": ""احذر من الأفعى السامة المختبئة في الرمل."", ""h"": ""انتبه من الدفن في الرمل.""}]",[],"[""nature"", ""animals"", ""snake""]","الكلمة: الدَّفَن (الدفن)
الجذر: دفن
الفصحى: أفعى سامة
المعنى: نوع من الأفاعي الخطيرة والسامة جداً، وتسمى بذلك لأنها تندفن في الرمل.
المرادفات: حية، ثعبان
مثال: انتبه من الدفن في الرمل.
الوسوم: nature، animals، snake
ملاحظة: يجب الحذر منها في المناطق الرملية."
307,الدِّيْم,الديم,aldym,ديم,Noun,object,الجلد,يطلق على الجلد سواء كان مفرداً أو جمعاً.,general,"[""جِلد""]",[],تستخدم أيضاً كلمة 'دويل' للإشارة إلى الجلد القديم.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 50,"[{""f"": ""هذا الحذاء مصنوع من الجلد الأصلي."", ""h"": ""هذا الحذاء مصنوع من الديم الأصلي.""}]",[],"[""daily life"", ""materials""]","الكلمة: الدِّيْم (الديم)
الجذر: ديم
الفصحى: الجلد
المعنى: يطلق على الجلد سواء كان مفرداً أو جمعاً.
المرادفات: جِلد
مثال: هذا الحذاء مصنوع من الديم الأصلي.
الوسوم: daily life، materials
ملاحظة: تستخدم أيضاً كلمة 'دويل' للإشارة إلى الجلد القديم."
308,الدَّكَّة,الدكة,aldkh,دكك,Noun,object,المصطبة أو الدرج الخارجي,المساحة المرتفعة أو الدرج الذي يكون عند باب البيت من الخارج للجلوس عليه، وجمعها دكك.,general,"[""مرتفع"", ""جلسة خارجية""]",[],مكان مشهور لتجمع الجيران وتبادل الأحاديث.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 50,"[{""f"": ""سنجلس على المصطبة الخارجية بعد العصر."", ""h"": ""بانجلس على الدكة بعد العصر.""}]",[],"[""daily life"", ""architecture""]","الكلمة: الدَّكَّة (الدكة)
الجذر: دكك
الفصحى: المصطبة أو الدرج الخارجي
المعنى: المساحة المرتفعة أو الدرج الذي يكون عند باب البيت من الخارج للجلوس عليه، وجمعها دكك.
المرادفات: مرتفع، جلسة خارجية
مثال: بانجلس على الدكة بعد العصر.
الوسوم: daily life، architecture
ملاحظة: مكان مشهور لتجمع الجيران وتبادل الأحاديث."
309,الدَّهْلَة,الدهله,aldhlh,دهل,Noun,emotion,التعود أو الإلف,الاعتياد على الشيء أو الشخص حتى يصبح مألوفاً.,general,"[""تعود"", ""إلف""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 50,"[{""f"": ""التعود والاعتياد أمر صعب (خاصة عند الفراق)."", ""h"": ""الدهلة عسرة.""}]","[""الدهلة عسرة""]","[""daily life"", ""emotions"", ""habit""]","الكلمة: الدَّهْلَة (الدهله)
الجذر: دهل
الفصحى: التعود أو الإلف
المعنى: الاعتياد على الشيء أو الشخص حتى يصبح مألوفاً.
المرادفات: تعود، إلف
مثال: الدهلة عسرة.
الوسوم: daily life، emotions، habit"
310,الدَّار,الدار,aldar,دور,Noun,object,البيت متعدد الأدوار,يطلق على البيت إذا زاد بناؤه عن الدور الأول (بيت طابقي).,general,"[""منزل"", ""بيت""]",[],يقال غالباً 'دار آل فلان'.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 51,"[{""f"": ""بنينا بيتاً جديداً (متعدد الأدوار) في القرية."", ""h"": ""بنينا دار جديد في البلاد.""}]",[],"[""daily life"", ""architecture"", ""house""]","الكلمة: الدَّار (الدار)
الجذر: دور
الفصحى: البيت متعدد الأدوار
المعنى: يطلق على البيت إذا زاد بناؤه عن الدور الأول (بيت طابقي).
المرادفات: منزل، بيت
مثال: بنينا دار جديد في البلاد.
الوسوم: daily life، architecture، house
ملاحظة: يقال غالباً 'دار آل فلان'."
311,الدَّخْلَة,الدخلة,aldkhlh,دخل,Noun,person,ليلة الزفاف,الاحتفال وزف العروس إلى منزل زوجها ليبدأ حياته الزوجية معها.,general,"[""زواج"", ""عرس""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 51,"[{""f"": ""ليلة زفاف فلان كانت ليلة الجمعة."", ""h"": ""الدخلة حق فلان كانت ليلة الجمعة.""}]",[],"[""social customs"", ""marriage"", ""wedding""]","الكلمة: الدَّخْلَة (الدخلة)
الجذر: دخل
الفصحى: ليلة الزفاف
المعنى: الاحتفال وزف العروس إلى منزل زوجها ليبدأ حياته الزوجية معها.
المرادفات: زواج، عرس
مثال: الدخلة حق فلان كانت ليلة الجمعة.
الوسوم: social customs، marriage، wedding"
312,الدُّوبِي,الدوبي,aldwby,دوب,Noun,object,الغسّال,الشخص الذي يمتهن غسيل الثياب وكيّها.,general,"[""غسال""]",[],كلمة متأثرة باللغات المجاورة نتيجة الهجرة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 51,"[{""f"": ""أخذت الملابس إلى الغسال."", ""h"": ""وديت الثياب عند الدوبي.""}]",[],"[""daily life"", ""occupations""]","الكلمة: الدُّوبِي (الدوبي)
الجذر: دوب
الفصحى: الغسّال
المعنى: الشخص الذي يمتهن غسيل الثياب وكيّها.
المرادفات: غسال
مثال: وديت الثياب عند الدوبي.
الوسوم: daily life، occupations
ملاحظة: كلمة متأثرة باللغات المجاورة نتيجة الهجرة."
313,الدِّيْد,الديد,aldyd,ديد,Noun,object,الضرع أو الثدي,ثدي الأنثى من الإنسان أو الحيوان (الضرع).,general,"[""ضرع"", ""ثدي""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 51,"[{""f"": ""ضرع الشاة مليء بالحليب."", ""h"": ""ديد الشاة ممتلئ حليب.""}]","[""ديدها كما قرونها""]","[""daily life"", ""nature""]","الكلمة: الدِّيْد (الديد)
الجذر: ديد
الفصحى: الضرع أو الثدي
المعنى: ثدي الأنثى من الإنسان أو الحيوان (الضرع).
المرادفات: ضرع، ثدي
مثال: ديد الشاة ممتلئ حليب.
الوسوم: daily life، nature"
314,دَوْب,دوب,dwb,دوب,Adverb,expression,دائماً,تستخدم للدلالة على الاستمرار والتكرار الدائم.,general,"[""دائماً"", ""على طول""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 51,"[{""f"": ""هو دائماً يأتي لزيارتنا."", ""h"": ""هو دوب يجي عندنا.""}]",[],"[""daily life"", ""expressions"", ""always""]","الكلمة: دَوْب (دوب)
الجذر: دوب
الفصحى: دائماً
المعنى: تستخدم للدلالة على الاستمرار والتكرار الدائم.
المرادفات: دائماً، على طول
مثال: هو دوب يجي عندنا.
الوسوم: daily life، expressions، always"
315,دُوَيْرَه,دويره,dwyrh,دور,Noun,object,بيت صغير,تصغير لكلمة 'دار'، وتعني البيت الصغير البسيط.,general,"[""منزل صغير""]",[],تنطق الياء بكسر خفيف والراء مخففة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 51,"[{""f"": ""يسكن في بيت صغير وبسيط."", ""h"": ""ساكن في دويرة على قد حاله.""}]",[],"[""daily life"", ""architecture"", ""small house""]","الكلمة: دُوَيْرَه (دويره)
الجذر: دور
الفصحى: بيت صغير
المعنى: تصغير لكلمة 'دار'، وتعني البيت الصغير البسيط.
المرادفات: منزل صغير
مثال: ساكن في دويرة على قد حاله.
الوسوم: daily life، architecture، small house
ملاحظة: تنطق الياء بكسر خفيف والراء مخففة."
316,الدَّرَع,الدرع,aldr3,درع,Noun,object,حوش أو زريبة,مكان مسور ونصف مسقوف يستخدم لإيواء الأغنام أو كمستودع للبضائع البسيطة.,general,"[""زريبة"", ""مستودع""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 51,"[{""f"": ""ضع الأغنام في الحوش المسور."", ""h"": ""حط الغنم في الدرع.""}]",[],"[""agriculture"", ""daily life"", ""sheep""]","الكلمة: الدَّرَع (الدرع)
الجذر: درع
الفصحى: حوش أو زريبة
المعنى: مكان مسور ونصف مسقوف يستخدم لإيواء الأغنام أو كمستودع للبضائع البسيطة.
المرادفات: زريبة، مستودع
مثال: حط الغنم في الدرع.
الوسوم: agriculture، daily life، sheep"
